,reviewer_name,review_date,review,mojo_name,rt_name
886,Will C,"Jun 06, 2021",(Extended edition) I've always found this the weakest of the trilogy and it is also by far the worst of the extended editions. This suffers much more than The Two Towers from pointless additional scenes that add nothing to the film other than to bog down an already exceptionally long runtime. There's very few additions that I think make the film any better. This is the only film in the trilogy where I'd rather watch the theatrical cut.,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King - Movie Reviews
887,Chelie S,"Jun 03, 2021",Amazing! A timeless classic,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King - Movie Reviews
888,Samuel S,1d ago,"Surprisingly good. I was really disappointed when I saw Homecoming. It just didn't feel like a Spiderman movie and was a bit on the lackluster side. I had certain expectations and I suppose Homecoming helped me know what to expect from its sequel. With that in mind I really had a good time with this film. Its a fun small neighborhood film with a really good villain. They nailed Mysterio in the film. I loved how they portrayed his character and I loved his costume. I was surprised just how close they got to the comics with it. I am glad the days of trying to subdue or gritt-ify superhero costumes are somewhat over (still holding out for Wolverine to get his comic book costume). Ideas of certain superheroes are kind of goofy and so are the costumes. It's part of the fun. Certainly adapt so it doesn't look super goofy but don't destroy either. Overall I would recommend giving it a watch. Holland still isn't my ideal Spiderman, nor is his world, but I enjoy it for what it is. And I am so glad they got rid of Spiderman's AI voice. Helps him feel less like Iron Man lite and more like Spiderman.",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
889,Murtaza A,Verified,2d ago,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
890,Colten J,4d ago,"I don't know who this movie was about, but it didn't seem like spider-man. The best scene by far was when Tom Holland was fighting Mysterio inside his illusions. I thought the drones were a dumb take on how Mysterio creates illusions and once again MJ just isn't MJ.",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
891,Oneli Q,4d ago,"muito bom ,engraçado e uma cena pos credito incrivel",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
892,Michael D,5d ago,"This was an unpredictable blend of teen romance and superhero action, setting the stage for the next era of the MCU. It starts as a charming teen road trip comedy that turns into a superhero movie. The cast was excellent and Jake Guyllenhaal nails his characters forthrightness.",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
893,Dan I,5d ago,"Nice show with the spider, and Tom Holland is good actor for this role.",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
894,Dennis L,"Nov 20, 2021","que hermosa pelicula de romance juvenil, accion drama y super heroes, cada producción de Marvel es especial de principio a fin",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
895,Austin C,"Nov 18, 2021",It's a Spiderman movie. But not the best.,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
896,Muhammad A,"Nov 18, 2021","The idea of Edith was dumb, too much CGI yet again, and the story was meh. Sure Spiderman had reasons to feel tired, especially after Endgame, but each movie he strays from being a good independent Spiderman. Definitely overhyped.",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
897,Aaron,Verified,"Nov 18, 2021",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
898,Andrew W,"Nov 17, 2021","Great movie, Holland is great. Maybe got a little bit on the childish end at some points, but it rebounded nicely in other aspects. Just need to get away from tony stark villains now.",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
899,Indian c,"Nov 17, 2021","Though I love the film for its criticism of other marvel movies, I will never forgive it for the way it wasted Jake Gyllenhaal's masterful acting talents on a rather forgettable villain, making a potentially interesting story into a bland, generic marvel cartoon. Final Rating: 72/100",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
900,Aidan B,"Nov 16, 2021","The potential of this film was destroyed, the villain was literally just another Iron Man villain, and the CGI was overdone to the point of sickness. ""Spiderman: Far From Home"" was just a disappointment when compared to the other Spiderman films throughout the years, and is, in my opinion, one of the lower ones. The humor is still good enough, the action is done well, and Holland continues to play his role marvelously. However, despite the positive things I have to say about this film, there was still enough yuck to bog this down, and especially when compared to ""Spiderman: Homecoming,"" this film doesn't even compare.",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
901,Felix L,"Nov 16, 2021","I have a lot to say. I am a huge Spider Fan a Huge MCU fan. The number of people that know Peter Secret identity is Outrageously high so it doesn't feel like watching a spider man story. The Whole Teenage movie Recipe Cliché. The Character Dialogue try to copy the one from the early marvel Iron man movie.. and fail because they have nothing to say to each other. The Teacher is the best part of the movie. The pitch meeting for this movie should have been very differently .. You think Peter can go back to a normal life after the event of Infinity War.. I know marvel wants to Elongate the story but darn it felt wrong. You know from the beginning who Misterio is.. So nothing is a surprise .. Kinda dum that Sony want to make a Misterio movie since sooo long. He's really not an interesting character. At least he was well played. Again to many love scene and goofy scene. We will we ever have a spider man movie without love scene that never ends ..i rather watch a 45 minute movie that is good than 2h movie that just pointless boring story with multiple plot hole just to insert character that you really don't care about. Fake Fury team look like the Nebucad Nezar team from Matrix and they are super Cringe .. Movie is dull make no sense . Do you really think the Skrull can be this Dum. Its like if Peter did not learn anything from all his adventure in the past few years. He has 0 sense of responsibility . Homecoming was the best Spiderman movie.. why did it turn this way Why did Peter gave Edith to Misterio ,,, And the END with J Jonas Alex Jones Jameson is simply ridiculous it made me lost all interest in the continuity because we all know what comes next.. Just like in the Infinity Saga (2012-13) in the comics. that will keep going on with dr strange / Happy Plus Aunt may = Cringe I seem to be alone to think that this was a bad representation of who Peter Parker is. But i own 9000+ comic book and I'm not living in USA so what do i know This is my least favorite MCU movie and i am serious. I gave one star for acting and cast because it was a good cast . and another star for the score BGM and FX. The three missing star are Story/Plot hole , General Entertainment, Personal overall Feeling about the movie.",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
902,Eli H,"Nov 14, 2021",the perfect spider-man movie,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
903,Sean P,"Nov 13, 2021",I'm not one of these people to follow the crowd and say a films good just because I'm a fan boy or girl that just likes the actors. The films are all getting repetitive and I'm really not a fan of Tom Hollands acting it's like watching plank from Ed Ed and eddy. The only things that make the films bearable is the good cgi and money that goes into them. I feel like the older spiderman movies could of been so much better with this sort of budget and a decent director. The films bow have the money to put on a big show but feel rushed and repetitive.,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
904,Idro S,"Nov 12, 2021",Molto molto molto bello,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
905,Priyatham R,"Nov 12, 2021",this movie is trash compared to tobey and andrew spiderman movies,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
906,Youssef A,"Nov 11, 2021",amazing spider-action and funny movie,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
907,Luke M,"Nov 11, 2021",Good watch and enjoyed it,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
908,Adheeb A,"Nov 10, 2021",This movie was really good that i watched this 5 times.So imagine how good it is,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
909,Nelson F,"Nov 09, 2021","Infelizmente esse filme não me agradou como esperava. As premissas que prometiam que ele fosse ótimo foram podadas uma a uma. Esse filme talvez seja o único da Marvel sem propósito algum. Nada dele contribui para o UCM. Uma única e curta cena pós-crédito fez mais que o filme inteiro. Quando assisti ele no cinema, sai da sala derrotado. Sai do cinema triste pelo dinheiro gasto no ingresso. Esse filme não faz jus as notas que possui!",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
910,Kell P,"Nov 08, 2021",Loved the post credit scene. Little slow in the first bit of the movie. Wish we got more web slinging scenes at the end and they should've added the deleted scene against the criminals in the restaurant. Really see what that Iron-Spider suit can do. Can't wait for NWH.,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
911,Angel T,Verified,"Nov 08, 2021",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
912,Joshua P,"Nov 07, 2021",The Spiderman Series contiues to be a fresh and innovative additon to the MCU. Tom Holland continues to be a charming lead while Jake Gyllenhaal's performance as Mysterio is a threatening and interesting villain. The EDITH glasses storyline though just wasn't right there for me however.,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
913,Justin A,"Nov 06, 2021",This was a better film for iron boy but its let down by some of the wrighting.some of the plot point are all to conviante.,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
914,Bob B,"Nov 05, 2021","I still wish the MCU films were more serious, but it's enjoyable and fun all the way through",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
915,Michael,Verified,"Nov 03, 2021",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
916,Ralph A,"Nov 02, 2021","While the MCU Spider-Man films aren't quite as memorable or genuine as the Raimi films, Spider-Man Far From Home is none the less fun, humorous, and has an awesome end credit sequence.",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
917,Rafael R,"Oct 30, 2021","Compared to this movie, Spider-Man: Homecoming is on another level. Far From Home is in general a decent film, but the two most important parts are bad-written: the protagonist and the villain. Tom Holland's Peter Parker involuted, becoming an idiot teenager who wants to run away from his responsibilities to conquer the girl he likes. Where is the guy who wants to prove himself? The guy who wants to be more than the neighbourhood friend? And Mysterio's plan and motivations don't make any sense. Luckily, he's imposing and Jake Gyllenhall is a stunning actor. The humour is more basic and less intelligent, but almost as efficient as Homecoming. And what elevates the level of this film is the third act, which is for sure one of the best acts in the whole MCU. The visual effects are amazing (by the way, the movie plays with them smartly) and the final fight is MCU's best individual fight (only one hero against the villain). Tom Holland and Zendaya's romance may seem forced, but it makes sense, they have chemistry and fortunately, the script kept MJ's cynical personality. No other character but Peter has been distorted. Oh, and I loved the mid-credits scene, it's possibly Marvel's best cliffhanger.",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
918,"Oct 29, 2021","Funny, sweet and upbeat MCU entry. Despite it relying so heavily on other MCU characters to add plot, “Far from Home” is a splendid sequel with a smart (and humorous) villain.",FLAG THIS REVIEW,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
919,Mikhail D,"Oct 23, 2021",So Fresh: Absolute Must See!,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
920,"Oct 23, 2021",Great movie. Follows up the first nicely and fits into the universe well. Even if you don’t know marvel like that you won’t find yourself lost though. Twists of the movie are well done and it makes for a movie that’s phenomenal the first time but slightly less enjoyable every time after cause you know them. Still great movie,FLAG THIS REVIEW,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
921,Cameron W,"Oct 21, 2021",Genuinely enjoyed watching!,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
922,Strummer R,"Oct 18, 2021","I don't really love this movie, it's not that great... But it's fun. 6/10",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
923,Eric Z,"Oct 12, 2021","Inconsistent pacing, uninteresting villain, muddled themes and a general lack of direction makes this one of the more forgettable MCU movies.",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
924,Seydel M,"Oct 12, 2021",Not very original. This was the worst Spiderman movie,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
925,Gil M,"Oct 11, 2021","Pior filme do Homem-Aranha. De Volta ao Lar é muito melhor e amadurece mais o personagem, pena que essa sequência joga tudo no lixo.",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
926,Ryan B,"Oct 07, 2021","I thought this was pretty bad. Started out promising, but definitely went sour by the end. I think this is the worst Spiderman out of the three modern actors that have played him.",Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
927,Natan P,"Oct 06, 2021",Jon Watts you beast.,Spider-Man: Far from Home,Spider-Man: Far From Home - Movie Reviews
928,error,error,no reviews found,Captain Marvel,Captain Marvel 2 - Movie Reviews
929,error,error,no reviews found,Captain Marvel,Captain Marvel 2 - Movie Reviews
930,error,error,no reviews found,Captain Marvel,Captain Marvel 2 - Movie Reviews
931,error,error,no reviews found,Captain Marvel,Captain Marvel 2 - Movie Reviews
932,JAKEJACOBJORDANJAKE B,"Sep 16, 2021",👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍🌟🌟🌟🌟🌟,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
933,Jonathan R,"Aug 08, 2021",Follows a similar path of the 2 previous...action scenes and special effects are impressive...but the story is hard to follow and long at 2 and a half hours,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
934,Anaadi G,"Aug 03, 2021","One of the best Transformers movie, if not the best, and maybe even one of the best movies of all time! I was 8 years old when I first saw this in 2011, and it brought back a lot of memories. I am a huge Transformers fan and I recall a lot of details from this film. I remember the toys and the memories I had with others. I still enjoy the other films, but this is one that stands out the most and I will never forget it. It astounds me much more that it is one of the highest-grossing films of all time, with making almost 1.2 billion dollars in the box office despite a ""low"" budget of 195 million dollars. I had no idea what to expect after Revenge of the Fallen, but this caught me completely off guard. Everything in Dark of the Moon is out of this world, the characters, the musical score, the story, the mystery, the action, the intensity, everything compelled me. You need to see this movie and when you do you'll find out something that you definitely never saw coming, I know I never did.",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
935,david p,"Jul 24, 2021","two words that bring this movie down Shia LeBouf.. replace him with almost anyone more likeable.. and its a star or half star better, minimum. but the MOVIE is Exactly what you think it is.. a Transformers movie. its a kids show.. aimed at... teens.. adults got in on it, (like me who saw the original cartoon, and still love a good sci fi show ) and loved the very first one. they dragged out the series for $$$$, and it shows.. i STILL watch it.. it passes an evening just fine. but wont make your weekend. its not Star Wars, Star Trek or anything else. its... Transformers vs Evil Humans and their own kind.. what else were you expecting ? Hamlet in Space ?",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
936,Pedro Miguel D,"Jun 12, 2021","Only mistake is its first 30 minutes which look like a no-nonsense comedy movie, but after those 30 minutes it's a good action movie despite the script sometimes not working. Incredible special effects, normal with Bay at the wheel. (6/10)",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
937,Isaiah S,"Jun 10, 2021",This is probably my favorite bayformer movie ever,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
938,Juan Manuel L,"Jun 04, 2021",esta pelicula es genial con unos efectos sorprendentes,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
939,Irish D,"Jun 04, 2021","Overall I loved it, Probably because this is my childhood favorite film but I acknowledge It's not directed well but It's the best story in the franchise in my opinion. Not the best film but the best story of the franchise.",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
940,"Apr 24, 2021",Sentinel Prime is the reason I watch this movie,FLAG THIS REVIEW,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
941,Tymek K,"Apr 20, 2021","While it's less tiring that the second movie, Dark of the Moon fails at telling a new, interesting story as a grand finale, ending with overlong, emotionless package of punches and explosions.",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
942,Daniel F,"Apr 07, 2021","9.5/10. this film contains some mind-blowing action, emotional moments and some of the best action in the Transformer's films.",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
943,Adel S. Zorero .,"Mar 29, 2021","Very satisfying to watch. Like all the previous ones this Transformers is made with perfection and attention to detail. All the action scenes and all the CGI used is better then any other movie made today, 10 years later. The bad reviews can only be explained by the fact that some reviewers tend to criticize the story for not having a deeper meaning. But who needs a story like that in a sci-fi action movie about alien invasion. I think that The fans have been largely served and there is really not much to criticize here. The only thing that is missing is Megan Fox. But Rosie Huntington-Whiteley honestly did a good job. So if you liked the first one in the franchise and you don't go in with much expectations, you are most likely to enjoy this one. It's a great entertainment!",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
944,Pedro C,"Mar 22, 2021","In the first act I thought I was watching an Adam Sandler comedy film, but when the plot started to heat up it was in a short time that I realized that I was watching the best film in the saga, no criticism that I have to point to this film, only made a mistake in the first act",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
945,Zaire A,"Mar 20, 2021",I mean I'm biased cuz this is one of my favorite movie series but without Megan Fox it's like something was missing with Sam but of course Shia delivered,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
946,no name dude,"Mar 07, 2021",BEST TRANSFORMERS MOVIE THE GUNAL BATTLE WAS AMAZING BUT THEY COULD HAVE HAD KORE ACTION IN THE MIDDLE IR BEGINNING,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
947,Calan,"Feb 27, 2021","Honestly, I don't understand the hate for this movie. The action and story are great here in the third installment. Once again, it's effects are exceptional, while also providing a dark, emotional, amazingly action packed, and full of surprises and new characters. There are a lot of great scenes, and offers an interesting take upon the moon landing and its relevance to the exploration of an alien ship landing. Great movie, definitely, at least to me, the best in the series. Definitely would recommend.",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
948,Andrea C,"Feb 26, 2021","Il finale della trilogia rende abbastanza interessante i movimenti della trama, seppur far tornare nuovamente Laboeuf è davvero una forzatura. Per la prima volta si vedono anche piccoli momenti più cupi, anche se l'azione alla fine finisce per farla da padrona, nuovamente in una città americana come già accaduto nel primo capitolo. Il finale porta una battaglia spettacolare visivamente ma troppo lunga e risolta in maniera sbrigativa nel finale che gli fa perdere tanto.",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
949,"Feb 19, 2021",One of the better movies in the series that always disappoints my childhood.,FLAG THIS REVIEW,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
950,Georgan G,"Feb 02, 2021",This would have been better with an hour less run time!,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
951,Aidan W,"Jan 29, 2021","I may be a little biased considering I practically grew up on this film. Also Linkin Park are my favorite artists of all time. RT has once more, mistaken a important piece of movie history as garbage. Dark of the Moon is easily miles ahead of todays modern day films, its action packed, and entertaining and extremely well acted and it has one of the best soundtracks I've ever heard and they use that to their advantage. Other than that, there isnt much going for it. But thats the point of this film, action. Call me controversial because I believe Bay did a great job. They asked for action and it worked.",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
952,Tee,"Jan 28, 2021","This is the best one out of the 5. SPOILER ALERT, my favorite scene is when they're falling out of the building. Could've used just a tad bit of action near the beginning but overall amazing.",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
953,"Jan 23, 2021",Totally awesome love the graphics and the battles,FLAG THIS REVIEW,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
954,Ryan T,"Jan 17, 2021","I don't understand why this film has bad reviews. This is honestly the best Transformers film. We get an older, more established Sam, a more bulked Optimus Prime, and a much more agile Bumblebee who has some of the best action scenes in the entire film. After being extremely disappointed in Revenge of the Fallen, I found this one to be a major improvement. Watching this film on the IMAX screen was an unforgettable experience! And let's not forget THE SOUNDTRACK! Paramore, Linkin Park, My Chemical Romance, Goo Goo Dolls, and many others! So good!",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
955,"Jan 14, 2021",Quite enjoyed it but the story is abit lacking,FLAG THIS REVIEW,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
956,Daniel J,"Dec 29, 2020","An epic movie full of heart, with an understandable story and a good conclusion. I would put 5 stars to these if it wasn't for the Deep Wang scene.",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
957,Antonio C,"Dec 23, 2020","Dark of The Moon is a significant upgrade to its immediate predecessor, but story and characters were the least attentive element of the film, in favor of fantastic CGI, and action sequences that go way too long (especially in the third act)",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
958,"Dec 19, 2020","It is the best transformers movie so far,they focus more on humans in this flick",FLAG THIS REVIEW,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
959,Aiden C,"Dec 07, 2020",Better than the second but still a bloated 154 minute borefest,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
960,Nicholas J,"Oct 28, 2020",The best one of the franchise that is worth watching and lives up to transformers,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
961,Albert M,"Oct 10, 2020","The action was pretty good, the special effects were, for the most part, phenomenal, but everything in between was extremely boring.",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
962,JKGamer76 B,"Sep 10, 2020","The ability of Transformers films to tell us WHAT'S ALREADY TOLD is impressive! It looks like I was watching an extended version of Transformers 1! Adding the damn duration of 2h36min, with extremely repetitive content, we have a very tiring film. It's torture!",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
963,Dabion D,"Sep 06, 2020","One of the best live action installments in the robots in disguise film series. theres actually a decent story here, with some very good performances. humor & especially spectacular action & special effects. up there with Transformers: The Last Knight & Bumblebee.",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
964,Catalina M,"Aug 31, 2020",But where is my queen Megan Fox? 1/10. It's an action movie with robot-aliens that turn into cars. Bumblebee still owns my heart.,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
965,EliGames 8,"Aug 28, 2020",Transformers 3 the truth is incredible I never forget it,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
966,Israel K,"Aug 23, 2020","A huge step up from the previous entry, Revenge of the Fallen, but it still holds some of the biggest problems from it (overlong, too much human stuff, and cliche), yet I still have a great time watching it!",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
967,Arif T,"Aug 17, 2020",Why do these shitty films keep making money?,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
968,Adam M,"Aug 17, 2020",It only get 2 and a half stars because of the last scene where the decepticon wraps around the building That is amazing visual affects,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
969,Omar R,"Aug 08, 2020",Wayyy better than the second one,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
970,Benjamin E,"Jul 29, 2020","Its definitely visually stunning and action packed, but that can help this third installment in the Transformers franchise overcome poor storytelling, inconsistent pacing and uninteresting characters.",Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
971,"Jul 26, 2020","‪The best Michael Bay Transformers movie, great action, mildly inconsistent plot, no real character arcs, still better than Revenge of the Fallen.‬",FLAG THIS REVIEW,Transformers: Dark of the Moon,Transformers: Dark of the Moon - Movie Reviews
972,Chris C,2d ago,"You know many praise this bond outing but I really could not get into it. Yes it had good action, and was exciting at times... But it was somewhat bland. But who am I kidding sky fall is another bond master piece... to some people....",Skyfall,Skyfall - Movie Reviews
973,Patrick D,"Nov 20, 2021","What really struck me on this viewing is how much this made me think of The Dark Knight. There were just a lot of overlap in themes and a similarly ahead of the game villain...and not to say this movie is at all duplicative of The Dark Knight just that they're both great. And a fitting farewell to Judi Dench. But...the CGI is really not great on this. At first I thought it was due to streaming in my previous watch but its still there on the Blu-Ray. Update...I'm torn on ranking this one. I know some (such as The Big Picture crew) look to this as the best Bond film, other (James Bonding) seemed to have more critiques. I think it's good but I ultimately prefer Casino Royale....I think I'm going to give Connery some breathing room here and bump this down to under From Russia With Love.",Skyfall,Skyfall - Movie Reviews
974,James H,Verified,"Nov 19, 2021",Skyfall,Skyfall - Movie Reviews
975,David B,"Nov 16, 2021","Bond villain Raoul Silva's plan is laughable, Bond's treatment of former sex slave Sévérine is unforgivable, and the film simply forgets to explain the cliffhanger set in the pre-credit scene. Suspension of disbelief has limits.",Skyfall,Skyfall - Movie Reviews
976,Aidan B,"Nov 15, 2021","""Skyfall"" sees Daniel Craig reprise his role as Bond for an extremely enjoyable film that has arguably the best villain in the Craig-Bond universe. The title sequence is also the best, with an extremely memorable opening that sets the tone for the whole film. The last act feels too goofy, though it still remains enjoyable to watch.",Skyfall,Skyfall - Movie Reviews
977,Toby H,"Nov 12, 2021","Skyfall is the darkest Bond we've seen, with it almost looking like a thriller at times. Wonderful cinematography, narrative and Craig at his intense best. This is a Bond for old and new fans.",Skyfall,Skyfall - Movie Reviews
978,Todd V,"Nov 11, 2021","""Believable"" isn't the first word that comes to mind when someone mentions James Bond. But c'mon. With the world's crime fighting manpower and technology at your disposal, why run off to Scotland by yourselves in a car just to reenact Home Alone? Someone was under a deadline and started studying too late. And why is Silva homosexual for about 45-seconds? Walter Sobchak said it best, ""Has the whole world gone crazy? Am I the only one who gives a s--t about the rules?""",Skyfall,Skyfall - Movie Reviews
979,Stefan Z,"Nov 11, 2021","Ah yes The Dark Knight one that turns into Home Alone. It's got a sprinkle of mission impossible too, but it's more known for being The Dark Knight that turns into Home Alone. All the The Dark Knight stuff are great. I am a huge Batman fan and absolutely hate Joker especially his oversaturation in the DC universe, but in this he actually works as the main villain. The score, directing, and cinematography are all fantastic. Deakins did unnecessarily use yellow more than need, but fantastic otherwise. It's when the film turns into Home Alone that I have trouble suspending my disbelief. Silva exposed all double-0 agents, but 007 because he was presumed dead, But MI6 have only 9 field agents? Where are the single-0s? If there were ever a time bond would NEED to work with someone else it would at the Skyfall property. Some snipers in the off distance trees, some in the house, another in the DB5 (that unfortunately was destroyed... again. I hate when movies think it's ok to destroy timeless cars). Some other times in other Bond movies I think ""maybe this would have been better with another double-0 by his side, perhaps not"". In this one I'm thinking ""bring in the cavalry"". Yes, I get it, they can't trust anyone especially how M's bodyguard of 15 years tried to kill her in Quantum of Solace, but then why trust Bond? He was presumed dead for how long, not know how much he's changed or feels betrayed still about her practically shooting him and doesn't know how much Silva's word affected him AND even acknowledges how little she knows if Bond is being influenced by Silva by abruptly feeling the need to stop and explain her actions involving Silva. I am also not really a fan of the film constantly asking the audience if the franchise is relevant, particularly M's scenes in the courts. Every single EON productions James Bond film, all 25 of them, have made money, even with new actors in the protagonist role where customers are not used to the new shoes yet, those sometimes make even more than the last one of the previous actor. Skyfall itself grossed over a billion dollars in 2012. So to answer the redundant question, yes, it's relevant. There also are some weird plot holes involving Silva. How exactly did he know the train was going to come through the wall when it did or how did he plan to kill M years in advance when the hearing was only set up 3 days beforehand. However, this and Casino Royale (2006) are the only Bond films where James gets character development, so that is a plus. I'm torn. Not a fan of those to particular writing things, the Home Alone part being a bigger deal for me really, but man, even though I spent like a sentence or two on the positives, they do really boost up the overall quality. The cold open, the fight against the sniper in the skyscraper, and the subway (tube) foot chase are some of the best action set pieces in Hollywood history. The tense gripping atmosphere of the mystery behind who is is hacking in MI6 before the villain is revealed is absolutely expert filmmaking. I do really think the positives outweigh the negatives here.",Skyfall,Skyfall - Movie Reviews
980,Diego C,"Nov 10, 2021",Una excelente película que presenta la acción y una aventura,Skyfall,Skyfall - Movie Reviews
981,Nerd 2,"Nov 06, 2021",My Favorite Bond Movie of all time well done action,Skyfall,Skyfall - Movie Reviews
982,M D,"Nov 01, 2021",Definitely elevated by its action sequences.,Skyfall,Skyfall - Movie Reviews
983,Daniela K,"Oct 29, 2021","A masterpiece - that's all I can say about it. Daniel Craig, Judi Dench, and all the other actors are just brilliant here. And then Adele with the film song - OMG.",Skyfall,Skyfall - Movie Reviews
984,Jonny B,"Oct 26, 2021","Skyfall was an amazing Bond film rivaling Casino Royale as Daniel Craig's best outing as James Bond. The score by Adele was amazing along with a very compelling villain, great action and more involvement from Judi Dench as M solidified this film as one of Craigs' best as 007.",Skyfall,Skyfall - Movie Reviews
985,Ray Z,"Oct 25, 2021",Meeeeh….. It passed time! The story doesn't match the Bond films. For example: Craig won his Aston Martin in Casino Royale. How & when did this car was equipped with machine guns & ejector seat 💺 & why was it in hiding in a safe-garage?,Skyfall,Skyfall - Movie Reviews
